kicks,kicks_prop,marks,marks_prop,handballs,handballs_prop,disposals,disposals_prop,effective_disposals,disposal_efficiency_percentage,goals,goals_prop,behinds,behinds_prop,tackles,tackles_prop,rebounds,inside_fifties,inside_fifties_prop,clearances,clearances_prop,clangers,free_kicks_for,free_kicks_against,contested_possessions,contested_possessions_prop,uncontested_possessions,uncontested_possessions_prop,contested_marks,contested_marks_prop,marks_inside_fifty,marks_inside_fifty_prop,one_percenters,bounces,goal_assists,goal_assists_prop,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers_prop,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,shots_at_goal,shots_at_goal_prop,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
10,0.021141649048625793,2,0.009950248756218905,4,0.012738853503184714,14,0.017789072426937738,8,57,0,0,0,0,2,0.015384615384615385,3,3,0.029411764705882353,0,0,7,1,1,5,0.01818181818181818,9,0.018108651911468814,0,0,0,0,2,0,0,0,75,50,34,0,0,3,292,0.05925925925925926,3,0,0,0,0,0,8,6,0,3,0,0,18,0.3,2,0,0,1,9,13,8,61,0,0,0,0,9,1,0,0,0,0,0,0,0,1,0.005767653230577707,Caleb Poulter,0,16041,16,Collingwood,2021,31,0
8,0.01937046004842615,5,0.0273224043715847,4,0.013468013468013467,12,0.016901408450704224,11,92,0,0,0,0,0,0,4,2,0.01904761904761905,0,0,1,1,0,5,0.019230769230769232,7,0.016091954022988506,0,0,0,0,7,0,1,0.05555555555555555,89,48,67,0,0,2,213,0.007407407407407408,7,0,2,3,0,0,6,7,0,4,2,0,9,6.6,1,0,0,7,64,6,8,54,0,0,0,0,61,1,0,0,0,1,0,0,0,0,-0.013432061299681664,Alex Pearce,0,16086,21,Fremantle,2021,38,0
3,0.006787330316742082,2,0.009569377990430622,4,0.012539184952978056,7,0.009198423127463863,7,100,1,0.037037037037037035,0,0,7,0.07291666666666667,2,1,0.009615384615384616,0,0,0,0,0,3,0.01090909090909091,5,0.010309278350515464,0,0,0,0,0,1,0,0,73,57,54,0,0,4,105,0.006944444444444444,1,1,0,0,1,0,13,3,0,3,0,0,27,11.1,1,1,0.02,0,30,10,16,106,0,0,0,0,18,0,1,0,0,0,0,0,0,1,-0.010557871311903,Jamaine Jones,0,15955,9,West Coast,2021,26,0
13,0.03002309468822171,5,0.025380710659898477,8,0.028070175438596492,21,0.02924791086350975,17,81,0,0,0,0,1,0.011235955056179775,0,3,0.030612244897959183,2,0.025974025974025976,5,2,2,6,0.02247191011235955,15,0.03303964757709251,0,0,0,0,3,0,2,0.09090909090909091,90,70,70,0,2,6,190,0.056,2,0,0,0,0,0,3,9,1,3,0,0,9,7.9,0,0,0,0,7,16,14,100,0,0,0,0,140,0,1,0,0,0,0,0,0,1,0.01650407165288925,Lachie Hunter,0,15891,2,Western Bulldogs,2021,20,0
19,0.036893203883495145,7,0.024822695035460994,9,0.03515625,28,0.03631647211413749,21,75,0,0,1,0.047619047619047616,3,0.0410958904109589,1,9,0.09375,5,0.08333333333333333,0,2,0,10,0.042735042735042736,19,0.035916824196597356,0,0,0,0,1,3,1,0.09090909090909091,82,111,114,4,1,13,592,0.023809523809523808,3,1,0,0,0,0,4,13,0,6,0,0,16,16,3,1,0.02040816326530612,0,25,11,12,83,0,0,8,0,67,0,1,1,0,0,0,0,0,0,2.3594954013824463,Tim Kelly,0,15883,1,West Coast,2021,1,3
10,0.023474178403755867,5,0.024630541871921183,2,0.006622516556291391,12,0.016483516483516484,5,42,2,0.06451612903225806,3,0.17647058823529413,0,0,0,1,0.009523809523809525,1,0.015151515151515152,3,2,1,6,0.023529411764705882,6,0.012605042016806723,1,0.05263157894736842,4,0.13333333333333333,1,0,1,0.041666666666666664,96,63,63,0,1,6,230,0.030303030303030304,0,0,0,0,6,4,2,4,2,2,0,1,4,7.5,0,6,0.10526315789473684,0,39,9,19,123,0,0,0,0,295,0,1,0,1,0,0,0,0,0,0.08634411543607712,Jack Riewoldt,0,16000,12,Richmond,2021,13,0
12,0.02727272727272727,3,0.013574660633484163,11,0.035256410256410256,23,0.030585106382978722,17,74,1,0.05,2,0.13333333333333333,1,0.010416666666666666,1,5,0.05,6,0.10344827586206896,2,4,1,14,0.055776892430278883,10,0.020833333333333332,0,0,0,0,0,0,0,0,85,80,108,3,3,6,439,0.027210884353741496,3,0,0,0,0,0,4,9,2,8,1,0,12,11.3,4,3,0.0625,0,17,9,9,63,1,1,0,0,112,1,0,1,0,0,0,0,0,0,0.22062543034553528,Clayton Oliver,0,16019,13,Melbourne,2021,11,0
12,0.02912621359223301,10,0.04926108374384237,7,0.023333333333333334,19,0.026685393258426966,16,84,0,0,0,0,1,0.010752688172043012,2,0,0,0,0,1,1,0,2,0.0091324200913242,16,0.033126293995859216,1,0.07142857142857142,0,0,1,0,0,0,76,85,72,0,0,3,133,0.02197802197802198,3,0,0,2,0,0,11,10,0,0,1,0,12,3.7,1,0,0,1,18,8,11,74,0,0,0,0,231,1,0,0,0,1,0,0,0,0,0.06098077446222305,Shaun Atley,0,16057,18,North Melbourne,2021,14,0
8,0.018823529411764704,3,0.016304347826086956,2,0.00851063829787234,10,0.015151515151515152,7,70,2,0.08,0,0,4,0.03361344537815126,0,4,0.038834951456310676,2,0.027777777777777776,4,2,1,7,0.025830258302583026,4,0.010610079575596816,1,0.034482758620689655,0,0,0,0,0,0,85,64,53,0,2,4,287,0.015503875968992248,1,0,0,0,2,0,2,5,1,3,0,0,11,7.9,1,2,0.03773584905660377,0,22,9,11,75,0,1,0,0,139,1,0,0,1,0,0,0,0,0,-0.009461632929742336,Charlie Cameron,0,15997,12,Brisbane Lions,2021,35,0
17,0.03728070175438596,2,0.008888888888888889,6,0.021352313167259787,23,0.031207598371777476,14,61,2,0.08,0,0,3,0.031914893617021274,0,7,0.0707070707070707,6,0.09230769230769231,5,0,0,12,0.043795620437956206,12,0.02575107296137339,1,0.045454545454545456,0,0,0,3,0,0,92,93,110,2,4,6,571,0.06206896551724138,1,0,0,0,0,0,5,8,2,10,0,0,13,22.9,2,3,0.06,0,4,9,12,81,0,0,1,0,256,1,0,0,1,0,0,0,0,0,0.40623998641967773,Dustin Martin,0,16018,13,Richmond,2021,7,0
10,0.02247191011235955,4,0.0223463687150838,6,0.01910828025477707,16,0.021080368906455864,12,75,4,0.16666666666666666,1,0.1111111111111111,1,0.008928571428571428,0,3,0.02830188679245283,0,0,2,0,0,7,0.02631578947368421,8,0.016701461377870562,0,0,2,0.08333333333333333,2,0,0,0,87,83,100,0,0,5,212,0.01948051948051948,2,0,0,0,2,0,2,6,4,7,0,1,16,14,0,6,0.13953488372093023,2,29,9,14,93,0,0,8,0,60,0,1,0,0,0,1,0,0,0,1.6795614957809448,Jack Higgins,0,16083,21,St Kilda,2021,3,1
4,0.010638297872340425,1,0.006172839506172839,1,0.0031746031746031746,5,0.00723589001447178,4,80,1,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,3,0.01276595744680851,2,0.004484304932735426,0,0,1,0.030303030303030304,2,0,1,0.05,82,23,43,0,0,3,65,0,2,0,0,0,1,0,2,3,1,3,0,0,9,10,1,1,0.017857142857142856,0,13,12,12,84,0,0,0,0,162,1,0,0,0,0,1,0,0,0,-0.003762689884752035,Jason Johannisen,0,16085,21,Western Bulldogs,2021,31,0
5,0.010526315789473684,4,0.016877637130801686,4,0.013986013986013986,9,0.011826544021024968,9,100,1,0.0625,0,0,1,0.009523809523809525,0,1,0.010101010101010102,0,0,1,1,1,7,0.026515151515151516,3,0.006147540983606557,2,0.07407407407407407,1,0.058823529411764705,0,0,0,0,85,52,68,0,0,1,61,0.013513513513513514,0,1,0,0,8,0,3,5,2,4,0,1,7,11.9,0,1,0.023809523809523808,0,1,10,8,58,0,0,0,0,17,1,0,0,0,0,1,0,0,0,0.005711326841264963,Darcy Cameron,0,15977,10,Collingwood,2021,36,0
8,0.0182648401826484,4,0.022099447513812154,1,0.0035335689045936395,9,0.012482662968099861,7,78,1,0.05555555555555555,1,0.04,5,0.04716981132075472,0,3,0.02654867256637168,0,0,5,0,3,1,0.003484320557491289,9,0.021739130434782608,1,0.043478260869565216,2,0.07142857142857142,0,0,0,0,70,56,38,0,0,4,193,0.019736842105263157,0,3,0,0,1,0,4,6,0,0,0,0,12,3,0,2,0.04,0,49,14,5,44,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0.013753402046859264,Boyd Woodcock,0,15933,7,Port Adelaide,2021,22,0
9,0.02040816326530612,4,0.019704433497536946,4,0.013986013986013986,13,0.017881705639614855,9,69,0,0,0,0,0,0,2,3,0.027522935779816515,1,0.017857142857142856,4,0,2,4,0.01593625498007968,9,0.019189765458422176,1,0.0625,0,0,0,3,0,0,65,41,57,1,0,1,396,0.03007518796992481,4,0,0,0,0,0,3,6,0,3,1,1,6,8.4,1,0,0,0,45,12,10,72,0,0,0,0,111,1,0,0,0,0,0,0,0,1,0.15599456429481506,Kamdyn McIntosh,0,15896,3,Richmond,2021,11,0
5,0.010615711252653927,4,0.016,3,0.010067114093959731,8,0.010403120936280884,5,63,2,0.08,1,0.047619047619047616,1,0.009259259259259259,0,1,0.009708737864077669,0,0,4,1,2,4,0.01532567049808429,5,0.009765625,1,0.05263157894736842,4,0.16666666666666666,1,0,0,0,84,45,40,0,0,6,110,0.014285714285714285,1,1,0,0,2,0,0,3,1,1,0,2,10,0.9,1,4,0.07142857142857142,0,62,16,17,118,0,0,0,0,135,0,1,0,1,0,0,0,0,0,-0.030764836817979813,Josh Bruce,0,15913,5,Western Bulldogs,2021,39,0
9,0.022613065326633167,1,0.006896551724137931,9,0.02616279069767442,18,0.02425876010781671,10,56,1,0.047619047619047616,0,0,3,0.0189873417721519,0,2,0.01834862385321101,0,0,3,1,0,7,0.023026315789473683,11,0.024498886414253896,0,0,0,0,0,0,0,0,75,67,66,0,0,4,235,0.04285714285714286,1,2,0,0,1,1,1,2,3,6,0,0,15,8,0,4,0.1,0,38,5,14,89,0,0,0,0,187,0,1,0,0,1,0,0,0,0,-0.006490650121122599,Chad Wingard,0,16014,13,Hawthorn,2021,37,0
3,0.006550218340611353,4,0.016,5,0.014285714285714285,8,0.009900990099009901,8,100,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0.012987012987012988,7,0.012259194395796848,0,0,0,0,3,0,0,0,98,22,27,0,0,1,1,0.015873015873015872,5,0,2,3,0,0,4,3,0,3,2,0,4,3,1,0,0,2,19,7,15,97,0,0,0,0,130,0,1,0,0,0,0,0,0,0,-0.024395715445280075,Kyle Hartigan,0,16084,21,Hawthorn,2021,40,0
19,0.04367816091954023,9,0.04891304347826087,6,0.020477815699658702,25,0.034340659340659344,22,88,0,0,1,0.058823529411764705,1,0.009259259259259259,6,2,0.019230769230769232,0,0,1,1,0,7,0.026022304832713755,14,0.032407407407407406,1,0.043478260869565216,0,0,5,0,0,0,84,102,114,0,0,5,462,0.023255813953488372,9,0,1,3,0,0,1,16,0,5,3,0,3,13.6,4,1,0.017543859649122806,3,2,16,12,88,1,1,0,0,93,1,0,0,0,1,0,0,0,0,0.7246676087379456,Tom Stewart,0,15934,7,Geelong,2021,6,0
13,0.029345372460496615,9,0.04265402843601896,3,0.011406844106463879,16,0.0226628895184136,13,81,0,0,0,0,1,0.010309278350515464,2,1,0.009615384615384616,0,0,2,1,1,3,0.012145748987854251,13,0.02869757174392936,0,0,0,0,0,0,0,0,87,74,67,0,0,3,171,0.007633587786259542,2,0,0,0,0,0,3,11,0,2,0,1,6,2.4,1,0,0,0,10,11,12,83,0,0,0,1,122,0,1,0,0,1,0,0,0,0,0.0629822313785553,Sam Docherty,0,16033,15,Carlton,2021,19,0
9,0.019736842105263157,1,0.004651162790697674,7,0.021538461538461538,16,0.020486555697823303,13,81,0,0,1,0.0625,1,0.009174311926605505,0,5,0.050505050505050504,0,0,0,3,0,5,0.017421602787456445,11,0.022727272727272728,0,0,0,0,1,0,0,0,82,52,56,0,0,1,227,0.006578947368421052,4,0,0,0,0,0,4,6,0,2,0,0,5,3.3,0,2,0.044444444444444446,0,16,9,10,69,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.02016008272767067,Anthony Scott,0,15876,1,Western Bulldogs,2021,21,0
10,0.023094688221709007,6,0.03571428571428571,7,0.022292993630573247,17,0.022757697456492636,13,77,1,0.045454545454545456,0,0,1,0.009433962264150943,3,2,0.01818181818181818,1,0.016666666666666666,4,0,0,4,0.014652014652014652,12,0.0262582056892779,0,0,0,0,6,0,0,0,73,72,81,0,1,4,295,0.028901734104046242,6,0,0,1,0,0,9,6,0,4,3,0,12,11.9,2,1,0.02040816326530612,4,2,13,11,79,0,0,0,0,186,0,1,0,0,1,0,0,0,0,0.008464367128908634,Hamish Hartlett,0,15903,4,Port Adelaide,2021,27,0
11,0.026442307692307692,1,0.0058823529411764705,10,0.035211267605633804,21,0.03,14,67,0,0,0,0,4,0.03636363636363636,0,5,0.05154639175257732,1,0.014084507042253521,3,2,0,10,0.034129692832764506,11,0.027093596059113302,1,0.03333333333333333,0,0,0,0,0,0,72,74,85,0,1,5,309,0.04081632653061224,4,1,0,0,2,0,5,7,4,7,0,0,8,10.1,1,0,0,0,13,13,10,73,0,0,0,0,33,1,0,0,0,0,1,0,0,0,0.10906609892845154,James Cousins,0,16024,14,Hawthorn,2021,17,0
11,0.025056947608200455,6,0.03389830508474576,2,0.008264462809917356,13,0.01908957415565345,10,77,5,0.25,2,0.1,2,0.017543859649122806,0,4,0.03773584905660377,0,0,3,3,2,11,0.03985507246376811,4,0.0103359173126615,3,0.0967741935483871,5,0.20833333333333334,3,0,0,0,94,95,126,0,0,7,317,0.034722222222222224,1,2,0,0,9,6,0,8,0,4,0,1,9,20,1,7,0.16279069767441862,2,10,7,10,67,0,0,0,0,186,1,0,0,1,0,0,0,0,0,2.1043601036071777,Tom J. Lynch,0,16034,16,Richmond,2021,3,1
12,0.027586206896551724,7,0.03365384615384615,10,0.03058103975535168,22,0.028871391076115485,15,68,1,0.04,0,0,1,0.012195121951219513,1,3,0.028037383177570093,3,0.04477611940298507,6,1,1,7,0.026923076923076925,15,0.030612244897959183,0,0,0,0,2,0,1,0.06666666666666667,84,85,66,1,2,4,328,0.029411764705882353,3,0,0,0,0,0,5,6,0,4,0,1,14,9.2,2,2,0.03636363636363636,0,15,9,12,81,0,0,0,0,46,1,0,0,0,1,0,0,0,0,0.01560960803180933,Harry Morrison,0,15910,4,Hawthorn,2021,21,0
8,0.017467248908296942,5,0.02,3,0.008571428571428572,11,0.013613861386138614,9,82,1,0.037037037037037035,1,0.16666666666666666,1,0.01098901098901099,1,1,0.010752688172043012,2,0.027777777777777776,0,3,0,9,0.03896103896103896,2,0.0035026269702276708,4,0.16666666666666666,1,0.05263157894736842,1,0,0,0,86,69,96,0,2,7,114,0,3,1,0,0,1,1,0,7,1,2,3,0,5,14.6,5,2,0.05,1,19,6,12,78,0,0,0,0,27,1,0,0,0,0,1,0,0,0,0.06943147629499435,Darcy Cameron,0,16084,21,Collingwood,2021,16,0
4,0.009523809523809525,3,0.017142857142857144,7,0.025547445255474453,11,0.01585014409221902,9,82,0,0,0,0,0,0,1,0,0,0,0,3,0,1,5,0.018518518518518517,5,0.012077294685990338,1,0.058823529411764705,0,0,10,0,0,0,95,32,53,0,0,0,53,0.008,6,0,3,10,0,0,3,3,0,4,1,0,3,10.1,0,0,0,10,9,9,9,63,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0.14694108068943024,Caleb Graham,0,16028,15,Gold Coast,2021,10,0
11,0.025,3,0.013761467889908258,10,0.030395136778115502,21,0.027308192457737322,16,76,0,0,0,0,7,0.05982905982905983,1,5,0.05154639175257732,3,0.04285714285714286,3,3,2,8,0.03319502074688797,14,0.02697495183044316,0,0,0,0,1,0,3,0.3,80,87,96,1,2,6,174,0.009433962264150943,1,1,0,0,0,0,7,8,0,5,0,1,19,13.6,0,0,0,0,5,9,10,69,0,0,0,1,313,0,1,1,0,0,0,0,0,0,0.485339492559433,Joel Selwood,0,15901,3,Geelong,2021,8,0
7,0.016055045871559634,7,0.035175879396984924,5,0.017482517482517484,12,0.01662049861495845,12,100,0,0,0,0,3,0.024390243902439025,3,1,0.009009009009009009,0,0,3,2,1,6,0.022304832713754646,6,0.013513513513513514,2,0.06896551724137931,0,0,6,0,0,0,89,63,83,0,0,1,92,0,8,0,0,4,0,0,7,7,0,2,4,0,7,10.8,1,0,0,6,9,10,9,64,0,0,0,0,182,0,1,0,0,0,0,0,0,0,0.03260207176208496,Phil Davis,0,16036,16,Greater Western Sydney,2021,19,0
1,0.002207505518763797,3,0.011857707509881422,9,0.02903225806451613,10,0.01310615989515072,8,80,0,0,0,0,1,0.01282051282051282,1,0,0,2,0.04081632653061224,2,2,1,3,0.012244897959183673,7,0.013358778625954198,1,0.043478260869565216,0,0,1,0,0,0,79,47,49,0,2,2,24,0.013071895424836602,0,0,0,0,0,0,3,0,0,0,0,0,10,4.9,0,0,0,1,29,7,7,49,0,0,0,1,224,1,0,0,0,0,0,0,1,0,-0.06257636845111847,Ben McEvoy,0,15890,2,Hawthorn,2021,42,0
13,0.02914798206278027,3,0.014925373134328358,6,0.02097902097902098,19,0.025956284153005466,12,63,0,0,0,0,0,0,5,1,0.01020408163265306,1,0.015873015873015872,4,0,1,10,0.03937007874015748,7,0.015184381778741865,1,0.043478260869565216,0,0,2,0,0,0,85,57,72,0,1,1,326,0.02054794520547945,7,0,0,0,0,0,6,8,0,9,1,0,9,10.7,0,0,0,2,28,9,13,87,0,0,0,0,20,0,1,0,0,1,0,0,0,0,-0.08252708613872528,Trent Rivers,0,15979,11,Melbourne,2021,46,0
5,0.012594458438287154,1,0.006289308176100629,3,0.008928571428571428,8,0.010914051841746248,5,63,1,0.047619047619047616,0,0,1,0.008064516129032258,0,2,0.02127659574468085,0,0,3,1,0,4,0.015209125475285171,4,0.008771929824561403,0,0,0,0,0,0,0,0,75,39,39,0,0,2,124,0.01680672268907563,1,0,0,0,3,1,2,3,0,2,0,0,7,3.3,0,1,0.017543859649122806,0,44,6,8,54,0,0,0,0,123,1,0,0,1,0,0,0,0,0,0.006619348656386137,Josh Walker,0,16105,23,North Melbourne,2021,31,0
5,0.011337868480725623,4,0.019704433497536946,10,0.03496503496503497,15,0.02063273727647868,13,87,0,0,1,0.04,2,0.021505376344086023,2,2,0.01834862385321101,3,0.05357142857142857,2,0,2,10,0.0398406374501992,7,0.014925373134328358,0,0,0,0,0,0,0,0,77,67,103,1,2,5,129,0.007518796992481203,5,0,0,0,0,0,7,4,0,5,2,0,17,15.1,4,1,0.01639344262295082,0,45,12,10,72,0,0,0,0,85,1,0,0,0,0,0,0,1,0,0.009795160964131355,Toby Nankervis,0,15896,3,Richmond,2021,25,0
17,0.03944315545243619,3,0.021739130434782608,8,0.025396825396825397,25,0.03351206434316354,15,60,0,0,1,0.08333333333333333,9,0.05113636363636364,3,5,0.044642857142857144,6,0.06593406593406594,7,0,0,10,0.029239766081871343,15,0.03759398496240601,0,0,0,0,1,0,0,0,70,113,89,1,5,2,484,0.03333333333333333,3,1,0,0,0,0,14,8,2,7,1,0,28,7.2,0,1,0.023255813953488372,0,1,5,10,65,0,0,0,0,56,0,1,0,0,0,1,0,0,0,0.18770180642604828,Brayden Fiorini,0,16048,17,Gold Coast,2021,10,0
5,0.01160092807424594,0,0,4,0.011799410029498525,9,0.011688311688311689,7,78,0,0,0,0,5,0.05,1,3,0.0297029702970297,3,0.03571428571428571,2,3,0,6,0.02142857142857143,2,0.004149377593360996,0,0,0,0,1,0,0,0,74,46,50,0,3,3,173,0.016666666666666666,1,2,0,0,1,1,5,4,0,2,0,0,30,7.1,2,0,0,0,11,13,11,79,0,0,0,0,19,1,0,0,0,1,0,0,0,0,0.00527831120416522,Sam Flanders,0,16055,18,Gold Coast,2021,27,0
11,0.02564102564102564,5,0.02857142857142857,5,0.015772870662460567,16,0.021447721179624665,14,88,0,0,1,0.05263157894736842,0,0,3,1,0.010416666666666666,0,0,2,1,2,6,0.022988505747126436,11,0.024336283185840708,2,0.07142857142857142,0,0,4,0,0,0,100,54,71,0,0,4,302,0.014388489208633094,5,0,4,9,0,0,5,9,0,3,2,0,6,10.1,1,1,0.021739130434782608,4,13,13,8,61,0,0,0,0,58,1,0,0,0,0,0,0,0,0,-0.0032320087775588036,Callum Wilkie,0,16054,18,St Kilda,2021,24,0
17,0.04028436018957346,5,0.03048780487804878,16,0.052805280528052806,33,0.04551724137931035,23,70,0,0,2,0.09090909090909091,7,0.06363636363636363,4,5,0.045454545454545456,5,0.07692307692307693,4,3,1,9,0.03146853146853147,22,0.05176470588235294,0,0,1,0.04,1,1,0,0,76,128,112,2,3,7,541,0.032679738562091505,4,1,0,1,0,0,10,10,2,6,0,0,22,8.9,2,2,0.03389830508474576,1,52,11,9,65,0,0,4,0,55,1,0,0,0,0,1,0,0,0,1.034234642982483,Jaidyn Stephenson,0,15881,1,North Melbourne,2021,4,0
19,0.042986425339366516,5,0.022123893805309734,19,0.05191256830601093,38,0.04702970297029703,31,82,0,0,0,0,2,0.022222222222222223,1,3,0.031914893617021274,5,0.09615384615384616,5,0,1,9,0.03982300884955752,29,0.050173010380622836,0,0,0,0,1,0,0,0,82,115,119,1,4,5,390,0.04225352112676056,6,0,0,0,0,0,9,12,0,5,1,0,16,13.4,0,1,0.022727272727272728,1,33,8,8,56,0,0,2,0,48,1,0,1,0,0,0,0,0,0,1.2325778007507324,Luke Davies-Uniacke,0,16081,21,North Melbourne,2021,3,1
8,0.02072538860103627,4,0.02531645569620253,4,0.011730205278592375,12,0.016506189821182942,5,42,1,0.04,1,0.0625,1,0.008771929824561403,0,1,0.010101010101010102,0,0,4,3,2,8,0.0299625468164794,3,0.006521739130434782,1,0.05555555555555555,2,0.11764705882352941,4,0,0,0,89,57,60,0,0,3,105,0.032520325203252036,1,0,0,0,6,2,3,3,2,4,0,2,8,3.7,0,3,0.0625,4,7,9,13,87,0,0,0,0,38,0,1,0,1,0,0,0,0,0,-0.02557869628071785,Nick Larkey,0,15949,9,North Melbourne,2021,33,0
7,0.016548463356973995,0,0,5,0.019305019305019305,12,0.017595307917888565,6,50,0,0,0,0,1,0.009433962264150943,1,3,0.02631578947368421,5,0.056818181818181816,8,4,6,9,0.033707865168539325,3,0.007407407407407408,0,0,0,0,5,0,0,0,80,50,91,1,4,2,203,0.04032258064516129,1,0,0,0,3,0,7,3,0,2,0,0,14,11.2,2,1,0.017857142857142856,5,20,8,13,86,0,0,0,0,72,1,0,0,0,0,0,0,1,0,-0.002047350164502859,Oscar McInerney,0,16053,18,Brisbane Lions,2021,30,0
3,0.007125890736342043,0,0,8,0.02666666666666667,11,0.015256588072122053,10,91,0,0,0,0,4,0.026845637583892617,0,1,0.010752688172043012,6,0.09375,0,1,0,10,0.04065040650406504,3,0.006493506493506494,0,0,0,0,6,0,0,0,83,59,85,1,5,4,-6,0,2,0,0,0,3,1,6,3,0,6,0,0,17,15.9,3,0,0,4,21,8,10,68,0,0,0,0,188,0,1,0,0,0,0,0,0,0,-0.022503649815917015,Mark Blicavs,0,15947,9,Geelong,2021,34,0
22,0.05069124423963134,6,0.043795620437956206,17,0.058823529411764705,39,0.05394190871369295,26,67,1,0.043478260869565216,1,0.0625,6,0.0425531914893617,6,5,0.046296296296296294,6,0.08,4,1,2,19,0.06397306397306397,19,0.04871794871794872,0,0,1,0.05,1,0,0,0,85,144,171,2,4,3,610,0.057803468208092484,10,0,0,0,0,0,24,13,1,15,1,0,40,16.5,2,2,0.043478260869565216,0,0,7,12,79,0,1,10,0,145,0,0,1,0,0,0,0,0,0,1.8964999914169312,Tom Mitchell,0,16056,18,Hawthorn,2021,1,3
4,0.009852216748768473,3,0.017341040462427744,4,0.013245033112582781,8,0.011299435028248588,5,63,0,0,0,0,2,0.019230769230769232,2,1,0.00847457627118644,0,0,2,0,2,2,0.007272727272727273,6,0.014184397163120567,0,0,0,0,3,0,0,0,89,31,33,0,0,0,75,0.006369426751592357,1,0,0,0,0,0,11,3,0,2,0,0,17,1.7,0,0,0,3,22,10,8,58,0,0,0,0,4,1,0,0,0,0,0,0,0,0,-0.0013516390463337302,Tobe Watson,0,15877,1,Fremantle,2021,27,0
10,0.023529411764705882,7,0.036458333333333336,8,0.028368794326241134,18,0.02545968882602546,15,83,0,0,0,0,1,0.008,1,1,0.010526315789473684,0,0,2,0,0,6,0.022304832713754646,12,0.02696629213483146,0,0,0,0,3,0,0,0,89,71,67,0,0,4,159,0.009433962264150943,6,0,1,2,0,0,4,8,0,6,0,0,4,6.1,2,0,0,3,16,15,13,93,0,0,1,0,12,0,1,0,0,0,0,0,0,0,0.011566827073693275,Connor Idun,0,15962,10,Greater Western Sydney,2021,19,0
13,0.029545454545454545,11,0.0502283105022831,4,0.01486988847583643,17,0.023977433004231313,17,100,0,0,0,0,1,0.012195121951219513,3,1,0.009708737864077669,0,0,1,1,1,8,0.032520325203252036,9,0.019230769230769232,5,0.16666666666666666,0,0,9,0,0,0,98,82,91,0,0,4,129,0.0070921985815602835,9,0,2,7,0,0,4,13,0,2,6,0,4,12.8,2,0,0,9,73,10,19,124,0,0,2,0,122,0,1,0,0,0,0,0,0,0,0.0033711506985127926,Harris Andrews,0,15950,9,Brisbane Lions,2021,27,0
15,0.035046728971962614,1,0.006802721088435374,13,0.04779411764705882,28,0.04,17,61,1,0.043478260869565216,2,0.1111111111111111,10,0.06578947368421052,3,4,0.0380952380952381,7,0.08641975308641975,11,3,5,18,0.06315789473684211,10,0.025380710659898477,0,0,0,0,1,0,2,0.15384615384615385,87,110,140,3,4,10,355,0.034013605442176874,4,0,0,0,0,0,13,9,4,12,0,0,26,17.1,5,3,0.06382978723404255,1,26,16,13,94,1,1,10,0,108,0,1,1,0,0,0,0,0,0,2.6315524578094482,Clayton Oliver,0,15954,9,Melbourne,2021,1,3
10,0.02512562814070352,7,0.04827586206896552,18,0.05232558139534884,28,0.03773584905660377,22,82,0,0,0,0,8,0.05063291139240506,1,3,0.027522935779816515,7,0.08641975308641975,3,0,0,12,0.039473684210526314,17,0.0378619153674833,0,0,0,0,4,0,0,0,75,119,107,0,7,4,294,0.014285714285714285,3,2,0,0,0,0,11,7,1,6,0,2,31,15.7,0,0,0,0,38,9,7,51,0,0,0,0,271,1,0,1,0,0,0,0,0,0,0.27989131212234497,Josh P. Kennedy,0,16014,13,Sydney,2021,6,0
11,0.024444444444444446,9,0.04477611940298507,9,0.02586206896551724,20,0.02506265664160401,17,85,0,0,0,0,0,0,5,1,0.009174311926605505,0,0,1,0,0,8,0.026845637583892617,12,0.02385685884691849,2,0.07142857142857142,0,0,6,0,0,0,89,78,95,0,0,2,144,0.006896551724137931,12,0,1,2,0,0,7,10,0,6,6,0,10,12.4,1,0,0,3,50,7,4,31,0,0,0,0,48,1,0,0,0,0,0,0,0,0,-0.030712082982063293,Wil Powell,0,16021,14,Gold Coast,2021,40,0
