player_team,season,player_name
West Coast,2017,Dom Sheed
St Kilda,2017,Blake Acres
St Kilda,2017,Paddy McCartin
West Coast,2017,Tom Barrass
North Melbourne,2017,Ben Cunnington
North Melbourne,2017,Aaron Mullett
North Melbourne,2017,Majak Daw
North Melbourne,2017,Taylor Garner
Geelong,2017,Darcy Lang
North Melbourne,2017,Braydon Preuss
Carlton,2017,Dennis Armfield
Melbourne,2017,Dom Tyson
Melbourne,2017,James Harmes
Carlton,2017,Harrison Macreadie
Carlton,2017,Jarrod Pickett
Port Adelaide,2017,Jarman Impey
Fremantle,2017,Shane Kersten
Port Adelaide,2017,Brett Eddy
Collingwood,2017,Levi Greenwood
Sydney,2017,Callum Sinclair
Sydney,2017,Jordan Dawson
Greater Western Sydney,2017,Aidan Corr
North Melbourne,2017,Ryan Clarke
North Melbourne,2017,Sam Durdin
Richmond,2017,Todd Elton
Geelong,2017,Cameron Guthrie
Geelong,2017,Zac Smith
Melbourne,2017,Dean Kent
Geelong,2017,Sam Menegola
Geelong,2017,James Parsons
Adelaide,2017,Jake Lever
Fremantle,2017,Hayden Crozier
Fremantle,2017,Tommy Sheridan
Western Bulldogs,2017,Tom Boyd
Fremantle,2017,Brady Grey
Fremantle,2017,Ethan Hughes
Fremantle,2017,Harley Balic
Fremantle,2017,Griffin Logue
Brisbane Lions,2017,Josh Schache
Brisbane Lions,2017,Jarrod Berry
Brisbane Lions,2017,Hugh McCluggage
Essendon,2017,Matthew Leuenberger
Essendon,2017,Heath Hocking
Carlton,2017,Rhys Palmer
Essendon,2017,Mitch Brown
Carlton,2017,Sam Kerridge
Carlton,2017,Tom Williamson
Gold Coast,2017,Jarrod Harbrow
Hawthorn,2017,Brendan Whitecross
Gold Coast,2017,Brandon Matera
Hawthorn,2017,Kaiden Brand
Gold Coast,2017,Brayden Fiorini
West Coast,2017,Sam Butler
West Coast,2017,Will Schofield
West Coast,2017,Liam Duggan
Western Bulldogs,2017,Clay Smith
Western Bulldogs,2017,Josh Dunkley
Melbourne,2017,Jake Spencer
Melbourne,2017,Tomas Bugg
Melbourne,2017,Sam Frost
Port Adelaide,2017,Matt White
Port Adelaide,2017,Jasper Pittard
Carlton,2017,Zac Fisher
Essendon,2017,Conor McKenna
St Kilda,2017,Ben Long
Brisbane Lions,2017,Claye Beams
Richmond,2017,Connor Menadue
Brisbane Lions,2017,Cedric Cox
Hawthorn,2017,Blake Hardwick
Port Adelaide,2017,Aidyn Johnson
Carlton,2017,Cameron Polson
Brisbane Lions,2017,Liam Dawson
Adelaide,2017,Brad Crouch
Sydney,2017,Gary Rohan
Sydney,2017,Isaac Heeney
Sydney,2017,Tom Papley
Sydney,2017,Lewis Melican
North Melbourne,2017,Mason Wood
North Melbourne,2017,Ed Vickers-Willis
Geelong,2017,Aaron Black
St Kilda,2017,Billy Longer
St Kilda,2017,Darren Minchington
Hawthorn,2017,Tim O'Brien
Hawthorn,2017,Daniel Howe
Melbourne,2017,Michael Hibberd
Melbourne,2017,Jay Kennedy Harris
Richmond,2017,Oleg Markov
Collingwood,2017,Daniel Wells
Collingwood,2017,Jamie Elliott
Essendon,2017,Aaron Francis
Essendon,2017,Ben McNiece
Western Bulldogs,2017,Bailey Dale
Western Bulldogs,2017,Bailey Williams
St Kilda,2017,Koby Stevens
St Kilda,2017,Jack Sinclair
Carlton,2017,Alex Silvagni
Sydney,2017,Brandon Jack
Carlton,2017,Nick Graham
Gold Coast,2017,Matt Shaw
North Melbourne,2017,Jed Anderson
Gold Coast,2017,Jesse Lonergan
Essendon,2017,Tom Bellchambers
Essendon,2017,Matt Dea
Melbourne,2017,Cameron Pedersen
Collingwood,2017,Lynden Dunn
Geelong,2017,Jed Bews
Richmond,2017,Steven Morris
Greater Western Sydney,2017,Stephen Coniglio
Greater Western Sydney,2017,Harry Himmelberg
Collingwood,2017,Jordan De Goey
West Coast,2017,Kurt Mutimer
Richmond,2017,Anthony Miles
Richmond,2017,Ivan Soldo
Gold Coast,2017,Brad Scheer
Sydney,2017,Jarrad McVeigh
Brisbane Lions,2017,Marco Paparone
Melbourne,2017,Josh Wagner
Essendon,2017,David Myers
Fremantle,2017,Matt Taberner
Western Bulldogs,2017,Jack Redpath
Western Bulldogs,2017,Lukas Webb
West Coast,2017,Fraser McInnes
Hawthorn,2017,Jack Fitzpatrick
Brisbane Lions,2017,Josh Walker
Greater Western Sydney,2017,Lachie Whitfield
Greater Western Sydney,2017,Daniel Lloyd
Essendon,2017,James Stewart
Geelong,2017,Jake Kolodjashnij
Geelong,2017,Mark O'Connor
Port Adelaide,2017,Brendon Ah Chee
Gold Coast,2017,Keegan Brooksby
Richmond,2017,Jake Batchelor
Richmond,2017,Corey Ellis
Geelong,2017,Scott Selwood
Western Bulldogs,2017,Mitch Wallis
Western Bulldogs,2017,Tory Dickson
St Kilda,2017,Daniel McKenzie
Greater Western Sydney,2017,Matt de Boer
Richmond,2017,Shai Bolton
Brisbane Lions,2017,Matthew Hammelmann
Adelaide,2017,Jordan Gallucci
Adelaide,2017,Hugh Greenwood
Hawthorn,2017,Kurt Heatherley
Carlton,2017,David Cuningham
Geelong,2017,Jordan Cunico
Hawthorn,2017,James Cousins
Hawthorn,2017,Dallas Willsmore
Western Bulldogs,2017,Jordan Roughead
Gold Coast,2017,Will Brodie
Collingwood,2017,Matthew Scharenberg
Brisbane Lions,2017,Rhys Mathieson
Brisbane Lions,2017,Archie Smith
Carlton,2017,Liam Sumner
West Coast,2017,Drew Petrie
Greater Western Sydney,2017,Tim Mohr
West Coast,2017,Malcolm Karpany
Greater Western Sydney,2017,Harry Perryman
Port Adelaide,2017,Jimmy Toumpas
Collingwood,2017,Ben Crocker
Adelaide,2017,Jonathon Beech
Gold Coast,2017,Mackenzie Willis
Fremantle,2017,Sam Collins
Fremantle,2017,Luke Ryan
Carlton,2017,Liam Jones
Carlton,2017,Jed Lamb
Collingwood,2017,Tom Langdon
Collingwood,2017,Callum L. Brown
West Coast,2017,Tom Cole
Port Adelaide,2017,Jake Neade
Carlton,2017,Blaine Boekhorst
Western Bulldogs,2017,Mitch Honeychurch
Brisbane Lions,2017,Alex Witherden
Fremantle,2017,Hayden Ballantyne
Fremantle,2017,Brennan Cox
Fremantle,2017,Sean Darcy
Fremantle,2017,Josh Deluca
Gold Coast,2017,Darcy MacPherson
Melbourne,2017,Mitch White
Carlton,2017,Ciaran Sheehan
Gold Coast,2017,Ryan Davis
North Melbourne,2017,Corey Wagner
Geelong,2017,Zach Guthrie
Geelong,2017,Sam Simpson
Richmond,2017,Tyson Stengle
Collingwood,2017,Josh Thomas
Adelaide,2017,Scott Thompson
Greater Western Sydney,2017,Tendai Mzungu
Gold Coast,2017,Trent McKenzie
Sydney,2017,Dan Robinson
Geelong,2017,Wylie Buzza
North Melbourne,2017,Dan Nielson
Fremantle,2017,Ryan Nyhuis
Melbourne,2017,Joel Smith
West Coast,2017,Scott Lycett
Port Adelaide,2017,Joe Atley
Essendon,2017,Craig Bird
Port Adelaide,2017,Logan Austin
Gold Coast,2017,Michael Rischitelli
Richmond,2017,Nathan Broad
Carlton,2017,Dylan Buckley
Carlton,2017,Ciaran Byrne
Western Bulldogs,2017,Lewis Young
Essendon,2017,Jayden Laverde
North Melbourne,2017,Cameron Zurhaar
North Melbourne,2017,Josh Williams
Melbourne,2017,Jack Trengove
Gold Coast,2017,Jack Scrimshaw
St Kilda,2017,Rowan Marshall
Hawthorn,2017,Conor Glass
Greater Western Sydney,2017,Will Setterfield
Collingwood,2017,Rupert Wills
Carlton,2017,Harry McKay
Greater Western Sydney,2017,Dawson Simpson
St Kilda,2017,Brandon White
Gold Coast,2017,Max Spencer
Adelaide,2017,Paul Seedsman
Adelaide,2017,Alex Keath
Brisbane Lions,2017,Jarrad Jansen
West Coast,2017,Luke Partington
Brisbane Lions,2017,Jacob Allison
Brisbane Lions,2017,Sam Skinner
Greater Western Sydney,2017,Brett Deledio
Melbourne,2017,Corey Maynard
Gold Coast,2017,Jarrad Grant
Gold Coast,2017,Daniel Currie
Gold Coast,2017,Mitch Hallahan
Port Adelaide,2017,Angus Monfries
Port Adelaide,2017,Dougal Howard
Port Adelaide,2017,Riley Bonner
Port Adelaide,2017,Todd Marshall
Collingwood,2017,Josh Daicos
Essendon,2017,Josh Begley
Richmond,2017,Jacob Townsend
Richmond,2017,Jack Graham
Hawthorn,2017,Harry Morrison
Western Bulldogs,2017,Patrick Lipinski
North Melbourne,2017,Ben McKay
Fremantle,2017,Harley Bennell
Carlton,2018,Kade Simpson
Carlton,2018,Marc Murphy
Carlton,2018,Dale Thomas
Richmond,2018,Shane Edwards
Richmond,2018,Jack Riewoldt
Richmond,2018,Shaun Grigg
Carlton,2018,Matthew Kreuzer
Richmond,2018,Trent Cotchin
Richmond,2018,Alex Rance
Richmond,2018,Dustin Martin
Richmond,2018,David Astbury
Carlton,2018,Liam Jones
Carlton,2018,Ed Curnow
Richmond,2018,Reece Conca
Carlton,2018,Matthew Wright
Carlton,2018,Aaron Mullett
Richmond,2018,Josh Caddy
Richmond,2018,Jacob Townsend
Richmond,2018,Brandon Ellis
Carlton,2018,Levi Casboult
Carlton,2018,Lachie Plowman
Richmond,2018,Nick Vlastuin
Carlton,2018,Jed Lamb
Carlton,2018,Patrick Cripps
Richmond,2018,Kamdyn McIntosh
Carlton,2018,Jarrod Garlett
Richmond,2018,Kane Lambert
Carlton,2018,Ciaran Byrne
Richmond,2018,Corey Ellis
Carlton,2018,Caleb Marchbank
Richmond,2018,Toby Nankervis
Carlton,2018,Jacob Weitering
Richmond,2018,Jayden Short
Carlton,2018,Charlie Curnow
Richmond,2018,Jason Castagna
Carlton,2018,Sam Petrevski-Seton
Richmond,2018,Dan Butler
Carlton,2018,Zac Fisher
Richmond,2018,Jack Graham
Carlton,2018,Paddy Dow
Essendon,2018,Brendon Goddard
Adelaide,2018,Eddie Betts
Adelaide,2018,Richard Douglas
Adelaide,2018,Bryce Gibbs
Adelaide,2018,David Mackay
Essendon,2018,Tom Bellchambers
Essendon,2018,Cale Hooker
Adelaide,2018,Sam Jacobs
Essendon,2018,Michael Hurley
Essendon,2018,David Zaharakis
Adelaide,2018,Rory Sloane
Essendon,2018,Matt Dea
Essendon,2018,Dyson Heppell
Essendon,2018,Josh Green
Essendon,2018,Mitch Brown
Adelaide,2018,Daniel Talia
Adelaide,2018,Curtly Hampton
Essendon,2018,Devon Smith
Adelaide,2018,Paul Seedsman
Adelaide,2018,Josh Jenkins
Adelaide,2018,Luke Brown
Adelaide,2018,Rory Laird
Essendon,2018,Jake Stringer
Essendon,2018,Joe Daniher
Adelaide,2018,Kyle Hartigan
Essendon,2018,James Stewart
Adelaide,2018,Matt Crouch
Adelaide,2018,Cameron Ellis-Yolmen
Essendon,2018,Adam Saad
Adelaide,2018,Jake Kelly
Essendon,2018,Kyle Langford
Adelaide,2018,Rory Atkins
Essendon,2018,Conor McKenna
Essendon,2018,Anthony McDonald-Tipungwuti
Essendon,2018,Darcy Parish
Adelaide,2018,Mitch McGovern
Essendon,2018,Michael Hartley
Essendon,2018,Andrew McGrath
Adelaide,2018,Hugh Greenwood
Essendon,2018,Josh Begley
Adelaide,2018,Tom Doedee
Brisbane Lions,2018,Luke Hodge
St Kilda,2018,David Armitage
St Kilda,2018,Jarryn Geary
Brisbane Lions,2018,Stefan Martin
Brisbane Lions,2018,Mitch Robinson
Brisbane Lions,2018,Dayne Beams
St Kilda,2018,Jack Steven
St Kilda,2018,Shane Savage
St Kilda,2018,Dylan Roberton
St Kilda,2018,Koby Stevens
St Kilda,2018,Jake Carlisle
Brisbane Lions,2018,Ryan Lester
Brisbane Lions,2018,Allen Christensen
St Kilda,2018,Jack Newnes
St Kilda,2018,Josh Bruce
Brisbane Lions,2018,Dayne Zorko
Brisbane Lions,2018,Josh Walker
Brisbane Lions,2018,Tom Bell
St Kilda,2018,Sebastian Ross
Brisbane Lions,2018,Sam Mayes
St Kilda,2018,Jimmy Webster
Brisbane Lions,2018,Lewis Taylor
St Kilda,2018,Jack Billings
Brisbane Lions,2018,Nick Robertson
Brisbane Lions,2018,Darcy Gardiner
St Kilda,2018,Blake Acres
Brisbane Lions,2018,Charlie Cameron
Brisbane Lions,2018,Daniel McStay
St Kilda,2018,Tim Membrey
St Kilda,2018,Jack Sinclair
Brisbane Lions,2018,Harris Andrews
St Kilda,2018,Jack Steele
St Kilda,2018,Jade Gresham
Brisbane Lions,2018,Jarrod Berry
Brisbane Lions,2018,Hugh McCluggage
St Kilda,2018,Ben Long
Brisbane Lions,2018,Alex Witherden
St Kilda,2018,Hunter Clark
Brisbane Lions,2018,Cam Rayner
Fremantle,2018,Aaron Sandilands
Fremantle,2018,Michael Johnson
Fremantle,2018,David Mundy
Fremantle,2018,Danyle Pearce
Port Adelaide,2018,Justin Westhoff
Port Adelaide,2018,Travis Boak
Port Adelaide,2018,Brad Ebert
Port Adelaide,2018,Hamish Hartlett
Fremantle,2018,Michael Walters
Port Adelaide,2018,Jack Watts
Fremantle,2018,Hayden Ballantyne
Port Adelaide,2018,Tom Rockliff
Port Adelaide,2018,Steven Motlop
Fremantle,2018,Nat Fyfe
Port Adelaide,2018,Charlie Dixon
Fremantle,2018,Brandon Matera
Port Adelaide,2018,Jared Polec
Port Adelaide,2018,Tom Jonas
Fremantle,2018,Nathan Wilson
Port Adelaide,2018,Chad Wingard
Fremantle,2018,Lachie Neale
Fremantle,2018,Bradley Hill
Fremantle,2018,Cam Sutcliffe
Port Adelaide,2018,Ollie Wines
Fremantle,2018,Matt Taberner
Port Adelaide,2018,Tom Clurey
Port Adelaide,2018,Sam Gray
Fremantle,2018,Shane Kersten
Port Adelaide,2018,Dom Barry
Fremantle,2018,Cam McCarthy
Fremantle,2018,Alex Pearce
Fremantle,2018,Ed Langdon
Fremantle,2018,Connor Blakely
Port Adelaide,2018,Dougal Howard
Port Adelaide,2018,Darcy Byrne-Jones
Fremantle,2018,Darcy Tucker
Port Adelaide,2018,Riley Bonner
Port Adelaide,2018,Dan Houston
Port Adelaide,2018,Sam Powell-Pepper
Fremantle,2018,Luke Ryan
Port Adelaide,2018,Todd Marshall
Fremantle,2018,Bailey Banfield
Fremantle,2018,Andrew Brayshaw
Hawthorn,2018,Shaun Burgoyne
Hawthorn,2018,Jarryd Roughead
Collingwood,2018,Lynden Dunn
Collingwood,2018,Scott Pendlebury
Hawthorn,2018,James Frawley
Collingwood,2018,Ben Reid
Hawthorn,2018,Cyril Rioli
Hawthorn,2018,Ben McEvoy
Hawthorn,2018,Ryan Schoenmakers
Collingwood,2018,Steele Sidebottom
Hawthorn,2018,Liam Shiels
Hawthorn,2018,Ben Stratton
Hawthorn,2018,Ricky Henderson
Hawthorn,2018,Jack Gunston
Hawthorn,2018,Paul Puopolo
Hawthorn,2018,Isaac Smith
Hawthorn,2018,Luke Breust
Collingwood,2018,Jeremy Howe
Collingwood,2018,Will Hoskin-Elliott
Collingwood,2018,Adam Treloar
Collingwood,2018,Jack Crisp
Collingwood,2018,Taylor Adams
Hawthorn,2018,Jaeger O'Meara
Collingwood,2018,Josh Thomas
Hawthorn,2018,Taylor Duryea
Hawthorn,2018,Tom Mitchell
Collingwood,2018,Brodie Grundy
Collingwood,2018,Tom Langdon
Hawthorn,2018,Jarman Impey
Hawthorn,2018,Tim O'Brien
Collingwood,2018,James Aish
Hawthorn,2018,James Sicily
Hawthorn,2018,Daniel Howe
Collingwood,2018,Brayden Maynard
Collingwood,2018,Darcy Moore
Collingwood,2018,Josh Smith
Collingwood,2018,Ben Crocker
Collingwood,2018,Tom Phillips
Hawthorn,2018,Blake Hardwick
Hawthorn,2018,Ryan Burton
Collingwood,2018,Sam Murray
Collingwood,2018,Jaidyn Stephenson
North Melbourne,2018,Jarrad Waite
Gold Coast,2018,Michael Rischitelli
Gold Coast,2018,Matt Rosa
North Melbourne,2018,Shaun Higgins
Gold Coast,2018,Jarrod Harbrow
North Melbourne,2018,Scott Thompson
North Melbourne,2018,Todd Goldstein
North Melbourne,2018,Jack Ziebell
North Melbourne,2018,Ben Cunnington
North Melbourne,2018,Robbie Tarrant
North Melbourne,2018,Jamie Macmillan
North Melbourne,2018,Shaun Atley
Gold Coast,2018,David Swallow
Gold Coast,2018,Steven May
Gold Coast,2018,Sam Day
Gold Coast,2018,Tom J. Lynch
Gold Coast,2018,Jarryd Lyons
Gold Coast,2018,Aaron Young
Gold Coast,2018,Alex Sexton
North Melbourne,2018,Marley Williams
North Melbourne,2018,Jed Anderson
Gold Coast,2018,Jarrod Witts
North Melbourne,2018,Nathan Hrovat
Gold Coast,2018,Jack Martin
North Melbourne,2018,Luke McDonald
Gold Coast,2018,Kade Kolodjashnij
North Melbourne,2018,Billy Hartung
North Melbourne,2018,Kayne Turner
Gold Coast,2018,Nick Holman
Gold Coast,2018,Touk Miller
North Melbourne,2018,Trent Dumont
Gold Coast,2018,Lachie Weller
Gold Coast,2018,Darcy MacPherson
Gold Coast,2018,Jesse Joyce
North Melbourne,2018,Ryan Clarke
Gold Coast,2018,Brayden Fiorini
Gold Coast,2018,Ben Ainsworth
Gold Coast,2018,Jack Bowes
North Melbourne,2018,Jy Simpkin
North Melbourne,2018,Ed Vickers-Willis
North Melbourne,2018,Luke Davies-Uniacke
Greater Western Sydney,2018,Brett Deledio
Greater Western Sydney,2018,Heath Shaw
Greater Western Sydney,2018,Callan Ward
Greater Western Sydney,2018,Sam J. Reid
Western Bulldogs,2018,Matthew Suckling
Greater Western Sydney,2018,Matt de Boer
Greater Western Sydney,2018,Phil Davis
Western Bulldogs,2018,Jordan Roughead
Western Bulldogs,2018,Luke Dahlhaus
Greater Western Sydney,2018,Jeremy Cameron
Greater Western Sydney,2018,Stephen Coniglio
Greater Western Sydney,2018,Toby Greene
Greater Western Sydney,2018,Dylan Shiel
Greater Western Sydney,2018,Adam Tomlinson
Greater Western Sydney,2018,Nick Haynes
Western Bulldogs,2018,Hayden Crozier
Greater Western Sydney,2018,Jonathon Patton
Western Bulldogs,2018,Jason Johannisen
Western Bulldogs,2018,Fletcher Roberts
Greater Western Sydney,2018,Lachie Whitfield
Western Bulldogs,2018,Jack Macrae
Greater Western Sydney,2018,Aidan Corr
Western Bulldogs,2018,Lachie Hunter
Western Bulldogs,2018,Shane Biggs
Greater Western Sydney,2018,Josh Kelly
Western Bulldogs,2018,Marcus Bontempelli
Greater Western Sydney,2018,Rory Lobb
Western Bulldogs,2018,Mitch Honeychurch
Western Bulldogs,2018,Bailey Dale
Western Bulldogs,2018,Toby McLean
Western Bulldogs,2018,Zaine Cordy
Western Bulldogs,2018,Josh Dunkley
Western Bulldogs,2018,Bailey Williams
Greater Western Sydney,2018,Harry Himmelberg
Greater Western Sydney,2018,Tim Taranto
Greater Western Sydney,2018,Daniel Lloyd
Western Bulldogs,2018,Tim English
Greater Western Sydney,2018,Jeremy Finlayson
Western Bulldogs,2018,Billy Gowers
Western Bulldogs,2018,Aaron Naughton
Geelong,2018,Gary Ablett
Melbourne,2018,Jordan Lewis
Melbourne,2018,Bernie Vince
Melbourne,2018,Nathan Jones
Geelong,2018,Joel Selwood
Geelong,2018,Tom Hawkins
Melbourne,2018,Jeff Garlett
Melbourne,2018,Neville Jetta
Geelong,2018,Mitch Duncan
Melbourne,2018,Jake Melksham
Geelong,2018,Daniel Menzel
Geelong,2018,Cameron Guthrie
Melbourne,2018,Cameron Pedersen
Geelong,2018,Zac Smith
Melbourne,2018,Michael Hibberd
Melbourne,2018,Max Gawn
Geelong,2018,Zach Tuohy
Geelong,2018,Jordan Murdoch
Geelong,2018,Mark Blicavs
Melbourne,2018,Christian Salem
Geelong,2018,Jed Bews
Melbourne,2018,Jesse Hogan
Geelong,2018,Cory Gregson
Melbourne,2018,Jake Lever
Melbourne,2018,Alex Neal-Bullen
Geelong,2018,Jake Kolodjashnij
Melbourne,2018,James Harmes
Melbourne,2018,Oscar McDonald
Melbourne,2018,Clayton Oliver
Melbourne,2018,Josh Wagner
Melbourne,2018,Jayden Hunt
Melbourne,2018,Christian Petracca
Geelong,2018,Sam Menegola
Melbourne,2018,Mitch Hannan
Geelong,2018,Brandan Parfitt
Geelong,2018,Tom Stewart
Geelong,2018,James Parsons
Geelong,2018,Zach Guthrie
Melbourne,2018,Corey Maynard
Melbourne,2018,Bayley Fritsch
Geelong,2018,Lachie Fogarty
Geelong,2018,Tim Kelly
Geelong,2018,Esava Ratugolea
Sydney,2018,Jarrad McVeigh
Sydney,2018,Lance Franklin
West Coast,2018,Mark LeCras
West Coast,2018,Shannon Hurn
Sydney,2018,Kieren Jack
West Coast,2018,Will Schofield
West Coast,2018,Chris Masten
Sydney,2018,Nick Smith
Sydney,2018,Josh P. Kennedy
West Coast,2018,Nic Naitanui
West Coast,2018,Jack Redden
West Coast,2018,Lewis Jetta
West Coast,2018,Luke Shuey
West Coast,2018,Brad Sheppard
West Coast,2018,Jack Darling
West Coast,2018,Andrew Gaff
West Coast,2018,Jamie Cripps
Sydney,2018,Luke Parker
West Coast,2018,Scott Lycett
Sydney,2018,Harry Cunningham
West Coast,2018,Elliot Yeo
Sydney,2018,Dane Rampe
Sydney,2018,Callum Sinclair
West Coast,2018,Dom Sheed
Sydney,2018,Jake Lloyd
West Coast,2018,Jeremy McGovern
Sydney,2018,Zak Jones
Sydney,2018,Dean Towers
Sydney,2018,Isaac Heeney
West Coast,2018,Liam Duggan
West Coast,2018,Tom Barrass
Sydney,2018,George Hewett
Sydney,2018,Callum Mills
Sydney,2018,Tom Papley
Sydney,2018,Robbie Fox
Sydney,2018,Will Hayward
Sydney,2018,Nic Newman
Sydney,2018,Lewis Melican
West Coast,2018,Liam Ryan
West Coast,2018,Jake Waterman
Richmond,2018,Bachar Houli
Adelaide,2018,Taylor Walker
Richmond,2018,Dylan Grimes
Adelaide,2018,Wayne Milera
Richmond,2018,Shai Bolton
Adelaide,2018,Lachlan Murphy
North Melbourne,2018,Ben Jacobs
North Melbourne,2018,Ben Brown
St Kilda,2018,Paddy McCartin
Carlton,2018,Cameron OShea
Gold Coast,2018,Aaron Hall
Carlton,2018,David Cuningham
Collingwood,2018,Travis Varcoe
Collingwood,2018,Matthew Scharenberg
Collingwood,2018,Callum L. Brown
Greater Western Sydney,2018,Zac Langdon
Brisbane Lions,2018,Rohan Bewick
Melbourne,2018,Tomas Bugg
Melbourne,2018,Dom Tyson
Brisbane Lions,2018,Rhys Mathieson
Brisbane Lions,2018,Eric Hipwood
Brisbane Lions,2018,Cedric Cox
Fremantle,2018,Stephen Hill
Essendon,2018,Zach Merrett
Fremantle,2018,Joel Hamling
Fremantle,2018,Adam Cerra
Fremantle,2018,Mitch Crowden
Western Bulldogs,2018,Easton Wood
Western Bulldogs,2018,Jackson Trengove
Western Bulldogs,2018,Lin Jong
West Coast,2018,Jackson Nelson
Western Bulldogs,2018,Lukas Webb
Western Bulldogs,2018,Caleb Daniel
West Coast,2018,Daniel Venables
Western Bulldogs,2018,Ed Richards
West Coast,2018,Willie Rioli
Sydney,2018,Heath Grundy
Port Adelaide,2018,Robbie Gray
Sydney,2018,Dan Hannebery
Sydney,2018,Oliver Florent
Geelong,2018,Patrick Dangerfield
Geelong,2018,Rhys Stanley
Geelong,2018,Nakia Cockatoo
Hawthorn,2018,Kaiden Brand
Geelong,2018,Mark O'Connor
Collingwood,2018,Mason Cox
Carlton,2018,Matthew Kennedy
Brisbane Lions,2018,Tom Cutler
Melbourne,2018,Sam Frost
Melbourne,2018,Dean Kent
Gold Coast,2018,Rory Thompson
Fremantle,2018,Tommy Sheridan
St Kilda,2018,Nathan Brown
Adelaide,2018,Tom Lynch
St Kilda,2018,Luke Dunstan
St Kilda,2018,Brandon White
St Kilda,2018,Rowan Marshall
St Kilda,2018,Nick Coffield
Sydney,2018,Sam Reid
Greater Western Sydney,2018,Jacob Hopper
Greater Western Sydney,2018,Harry Perryman
Hawthorn,2018,Will Langford
Richmond,2018,Sam Lloyd
Hawthorn,2018,Harry Morrison
Richmond,2018,Jack Higgins
Essendon,2018,David Myers
Western Bulldogs,2018,Mitch Wallis
Western Bulldogs,2018,Tory Dickson
Essendon,2018,Mark Baguley
Western Bulldogs,2018,Jack Redpath
Essendon,2018,Orazio Fantasia
Geelong,2018,Scott Selwood
West Coast,2018,Mark Hutchings
Geelong,2018,Jack Henry
Collingwood,2018,Jordan De Goey
Adelaide,2018,Darcy Fogarty
Greater Western Sydney,2018,Ryan Griffen
Greater Western Sydney,2018,Dawson Simpson
Richmond,2018,Dion Prestia
North Melbourne,2018,Majak Daw
Carlton,2018,Nick Graham
Carlton,2018,Jack Silvagni
Carlton,2018,Lochie O'Brien
West Coast,2018,Josh J. Kennedy
Port Adelaide,2018,Trent McKenzie
Port Adelaide,2018,Karl Amon
Essendon,2018,Matt Guelfi
Melbourne,2018,Angus Brayshaw
Hawthorn,2018,Conor Glass
Hawthorn,2018,David Mirra
St Kilda,2018,Sam Gilbert
St Kilda,2018,Tom Hickey
St Kilda,2018,Jack Lonie
Geelong,2018,Jordan Cunico
Adelaide,2018,Andy Otten
Sydney,2018,Gary Rohan
Adelaide,2018,Riley Knight
Sydney,2018,Harrison Marsh
Adelaide,2018,Jordan Gallucci
Adelaide,2018,Myles Poholke
St Kilda,2018,Maverick Weller
Carlton,2018,Sam Kerridge
Carlton,2018,Sam Rowe
West Coast,2018,Tom Cole
Carlton,2018,Harry McKay
Port Adelaide,2018,Lindsay Thomas
Port Adelaide,2018,Jack Hombsch
Geelong,2018,George Horlin-Smith
Port Adelaide,2018,Jake Neade
Geelong,2018,Jackson Thurlow
Western Bulldogs,2018,Patrick Lipinski
Fremantle,2018,Taylin Duman
Hawthorn,2018,James Cousins
North Melbourne,2018,Cameron Zurhaar
Brisbane Lions,2018,Ryan Bastinac
Gold Coast,2018,Jesse Lonergan
Brisbane Lions,2018,Jacob Allison
Brisbane Lions,2018,Zac Bailey
Melbourne,2018,Billy Stretch
Richmond,2018,Nathan Broad
Melbourne,2018,Sam Weideman
Essendon,2018,Jackson Merrett
Western Bulldogs,2018,Tom Boyd
Sydney,2018,Dan Robinson
Sydney,2018,Ben Ronke
Port Adelaide,2018,Aidyn Johnson
Brisbane Lions,2018,Daniel Rich
Hawthorn,2018,James Worpel
Gold Coast,2018,Michael Barlow
Essendon,2018,Matthew Leuenberger
Melbourne,2018,Tom McDonald
Essendon,2018,Patrick Ambrose
Essendon,2018,Jayden Laverde
Essendon,2018,Ben McNiece
Essendon,2018,Kobe Mutch
Melbourne,2018,Charlie Spargo
Collingwood,2018,Chris Mayne
Collingwood,2018,Jarryd Blair
Collingwood,2018,Flynn Appleby
Geelong,2018,Stewart Crameri
Greater Western Sydney,2018,Lachlan Keeffe
Gold Coast,2018,Callum Ah Chee
Gold Coast,2018,Brad Scheer
Western Bulldogs,2018,Lewis Young
Gold Coast,2018,Max Spencer
Gold Coast,2018,Brayden Crossley
Hawthorn,2018,Brendan Whitecross
Port Adelaide,2018,Paddy Ryder
Port Adelaide,2018,Jasper Pittard
North Melbourne,2018,Sam Wright
North Melbourne,2018,Mason Wood
Fremantle,2018,Ethan Hughes
Fremantle,2018,Brennan Cox
Brisbane Lions,2018,Matt Eagles
Sydney,2018,Tom McCartin
West Coast,2018,Brendon Ah Chee
West Coast,2018,Fraser McInnes
Greater Western Sydney,2018,Isaac Cumming
West Coast,2018,Brayden Ainsworth
Essendon,2018,Shaun McKernan
Carlton,2018,Darcy Lang
Gold Coast,2018,Charlie Ballard
Brisbane Lions,2018,Oscar McInerney
Fremantle,2018,Ryan Nyhuis
St Kilda,2018,Ed Phillips
Collingwood,2018,Daniel Wells
Geelong,2018,Harry Taylor
Adelaide,2018,Sam Gibson
Gold Coast,2018,Jacob Heron
Greater Western Sydney,2018,Tim Mohr
