kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
3,1,4,7,5,71,0,0,0,0,0,1,0,0,0,0,2,6,0,1,0,0,0,83,20,27,0,0,2,115,1,0,0,0,0,0,0,4,2,0,1,0,0,0,0,12,3.5,0,0,0,0,24,9,12,81,0,0,0,0,22,0,0.008746355685131196,0.007936507936507936,0.01694915254237288,0.012089810017271158,0,0,0,0.00980392156862745,0,0.00851063829787234,0.017804154302670624,0,0.041666666666666664,0,0.008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.418124539777637e-4,Michael Gibbons,0,15615,1,Carlton,2020,33,0
12,5,7,19,6,32,0,0,0,0,0,6,2,3,0,0,8,11,0,0,0,0,0,81,65,55,0,2,1,262,8,2,0,0,0,0,0,8,3,1,7,0,0,0,0,16,1.1,0,0,0,0,24,9,12,81,0,0,0,0,23,0.18181818181818182,0.03498542274052478,0.03968253968253968,0.029661016949152543,0.03281519861830743,0,0,0,0.058823529411764705,0.031746031746031744,0.03404255319148936,0.032640949554896145,0,0,0,0.064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.019197842106223106,Sam Walsh,0,15615,1,Carlton,2020,43,0
3,0,7,10,8,80,0,0,0,2,0,2,0,4,1,2,6,5,0,0,1,0,0,73,26,55,0,0,4,167,3,5,0,0,0,0,0,4,2,0,5,0,0,0,0,11,4.3,0,1,0,1,24,9,16,105,0,0,0,0,18,0,0.008746355685131196,0,0.029661016949152543,0.017271157167530225,0,0,0.02666666666666667,0.0196078431372549,0,0.02553191489361702,0.01483679525222552,0,0,0,0.024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0012842541327700019,Sydney Stack,0,15615,1,Richmond,2020,21,0
8,1,6,14,10,71,0,0,0,5,1,5,2,1,1,0,6,8,0,1,3,0,1,73,60,94,0,2,6,267,3,3,0,0,0,0,0,11,5,0,5,0,0,1,0,27,12,0,2,1,1,24,9,16,105,0,0,0,0,2,0,0.023323615160349854,0.007936507936507936,0.025423728813559324,0.024179620034542316,0,0,0.06666666666666667,0.049019607843137254,0.031746031746031744,0.02553191489361702,0.02373887240356083,0,0.041666666666666664,0.058823529411764705,0.024,0.02127659574468085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.83635812997818e-4,Marlion Pickett,0,15615,1,Richmond,2020,25,0
13,4,12,25,18,72,0,0,0,4,1,2,3,2,2,1,7,17,0,0,3,0,0,83,90,109,2,1,6,217,3,1,0,0,0,0,0,8,7,0,4,0,0,0,1,18,10.9,0,0,0,0,52,8,13,86,0,1,6,1,302,0.3249097472924188,0.03672316384180791,0.023391812865497075,0.043010752688172046,0.03949447077409163,0,0,0.044444444444444446,0.03125,0.05454545454545454,0.032407407407407406,0.04066985645933014,0,0,0,0.030612244897959183,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2005653381347656,Scott Pendlebury,0,15616,1,Collingwood,2020,3,1
13,7,16,29,27,93,0,0,0,0,1,1,0,3,2,0,8,20,0,0,2,0,0,85,94,107,0,0,8,169,2,5,0,0,0,0,0,1,13,1,6,0,0,0,0,8,5.5,0,3,0,0,52,8,13,86,0,0,0,0,218,0.03015075376884422,0.03672316384180791,0.04093567251461988,0.05734767025089606,0.045813586097946286,0,0,0,0.015625,0,0.037037037037037035,0.04784688995215311,0,0,0,0.02040816326530612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2535567581653595,Chris Mayne,0,15616,1,Collingwood,2020,6,0
8,6,3,11,9,82,1,0,0,1,0,4,0,3,0,1,3,11,0,0,2,0,1,76,55,67,0,0,5,190,2,0,0,0,0,1,0,3,7,1,2,0,0,0,1,7,7.4,0,0,1,1,52,4,5,34,0,0,0,0,172,0.04516129032258064,0.022598870056497175,0.03508771929824561,0.010752688172043012,0.017377567140600316,0.05555555555555555,0,0.011111111111111112,0.0625,0,0.013888888888888888,0.02631578947368421,0,0,0.09090909090909091,0.02040816326530612,0.03125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.020798251032829285,Matthew Suckling,0,15616,1,Western Bulldogs,2020,41,0
11,9,15,26,20,77,0,1,0,4,2,1,2,3,0,0,7,21,0,1,2,0,1,77,107,125,0,2,8,165,7,2,0,0,0,1,1,5,7,2,6,0,0,0,2,24,7.9,0,1,1,0,52,8,13,86,0,0,0,0,235,0.20657276995305165,0.031073446327683617,0.05263157894736842,0.053763440860215055,0.04107424960505529,0,0.08333333333333333,0.044444444444444446,0.015625,0.03636363636363636,0.032407407407407406,0.050239234449760764,0,0.0625,0.09090909090909091,0.07142857142857142,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.054653532803058624,Steele Sidebottom,1,15616,1,Collingwood,2020,7,0
7,5,7,14,10,71,0,0,0,0,4,0,1,3,0,1,7,7,2,0,2,0,0,83,47,60,0,1,0,101,2,6,0,0,1,0,0,2,4,0,5,0,0,2,0,5,5.7,0,0,0,2,52,4,5,34,0,0,0,0,161,0.033112582781456956,0.01977401129943503,0.029239766081871343,0.025089605734767026,0.022116903633491312,0,0,0,0,0.01818181818181818,0.032407407407407406,0.01674641148325359,0.1111111111111111,0,0,0.02040816326530612,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297038652934134,Easton Wood,0,15616,1,Western Bulldogs,2020,15,0
3,2,2,5,5,100,0,0,0,1,0,0,0,0,0,0,1,4,1,0,3,0,0,93,23,37,0,0,0,18,0,1,0,1,1,0,0,1,3,0,0,0,0,1,0,2,2.8,0,0,0,3,52,8,13,86,0,0,0,0,163,0,0.00847457627118644,0.011695906432748537,0.007168458781362007,0.007898894154818325,0,0,0.011111111111111112,0,0,0.004629629629629629,0.009569377990430622,0.05555555555555555,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.253285195678473e-4,Jordan Roughead,0,15616,1,Collingwood,2020,22,0
5,2,7,12,10,83,1,0,0,1,0,1,0,3,1,2,6,7,0,0,0,0,0,80,40,59,0,0,2,31,3,3,0,0,0,0,0,5,3,1,4,0,0,1,1,13,6.5,0,1,1,0,52,4,5,34,0,0,0,0,134,0.05343511450381679,0.014124293785310734,0.011695906432748537,0.025089605734767026,0.018957345971563982,0.05555555555555555,0,0.011111111111111112,0.015625,0,0.027777777777777776,0.01674641148325359,0,0,0,0.030612244897959183,0.03125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0019911169074475765,Mitch Wallis,0,15616,1,Western Bulldogs,2020,36,0
16,9,9,25,22,88,0,0,0,4,4,1,0,2,1,0,11,14,3,0,0,1,0,96,110,156,0,0,3,433,4,12,0,0,1,0,0,4,13,0,7,0,0,4,0,6,19.3,0,2,0,0,52,8,13,86,0,0,5,0,184,0.028409090909090908,0.04519774011299435,0.05263157894736842,0.03225806451612903,0.03949447077409163,0,0,0.044444444444444446,0.015625,0,0.05092592592592592,0.03349282296650718,0.16666666666666666,0,0,0.04081632653061224,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28203973174095154,Jeremy Howe,0,15616,1,Collingwood,2020,5,0
9,6,6,15,13,87,1,0,0,2,0,1,2,0,2,0,6,9,0,0,1,0,0,84,73,96,1,1,4,123,1,1,0,0,1,0,0,2,8,1,4,0,0,0,1,13,7.2,0,0,1,1,52,8,13,86,0,0,0,0,120,0.05309734513274336,0.025423728813559324,0.03508771929824561,0.021505376344086023,0.023696682464454975,0.05555555555555555,0,0.022222222222222223,0.015625,0.03636363636363636,0.027777777777777776,0.0215311004784689,0,0,0,0.01020408163265306,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.010477958247065544,Will Hoskin-Elliott,0,15616,1,Collingwood,2020,12,0
12,7,3,15,12,80,0,1,0,0,1,6,0,4,1,2,2,13,0,0,2,0,1,79,59,62,0,0,3,349,4,3,0,0,1,0,0,2,9,0,1,0,0,0,1,4,3.2,0,0,1,2,52,8,13,86,0,0,0,0,135,0.0234375,0.03389830508474576,0.04093567251461988,0.010752688172043012,0.023696682464454975,0,0.08333333333333333,0,0.09375,0,0.009259259259259259,0.03110047846889952,0,0,0.09090909090909091,0.04081632653061224,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007839623838663101,Jack Crisp,0,15616,1,Collingwood,2020,40,0
16,3,10,26,16,62,1,0,0,5,1,2,12,4,2,0,14,11,0,1,2,1,0,85,105,112,6,6,5,230,5,2,1,0,0,0,0,8,8,0,5,0,0,0,0,22,15.1,0,3,1,0,52,8,13,86,1,1,4,0,133,0.1349206349206349,0.04519774011299435,0.017543859649122806,0.035842293906810034,0.04107424960505529,0.05555555555555555,0,0.05555555555555555,0.03125,0.21818181818181817,0.06481481481481481,0.02631578947368421,0,0.0625,0,0.05102040816326531,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7824311256408691,Taylor Adams,0,15616,1,Collingwood,2020,2,2
2,1,4,6,4,67,1,0,2,2,0,0,2,1,0,0,2,4,0,1,2,0,0,90,33,40,1,1,2,60,1,0,0,0,0,2,1,5,1,0,1,0,33.3,0,1,9,5.6,6,0,1,2,52,4,5,34,0,0,0,0,114,0.05309734513274336,0.005649717514124294,0.005847953216374269,0.014336917562724014,0.009478672985781991,0.05555555555555555,0,0.022222222222222223,0,0.03636363636363636,0.009259259259259259,0.009569377990430622,0,0.0625,0,0.01020408163265306,0.03125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0019911169074475765,Josh Bruce,0,15616,1,Western Bulldogs,2020,37,0
9,3,4,13,7,54,1,1,0,1,0,4,1,4,0,0,3,10,0,2,2,0,0,67,55,70,0,1,5,233,5,0,1,0,0,1,0,3,3,2,3,0,0,0,2,12,5.7,0,1,3,0,52,8,13,86,0,0,0,0,106,0.09,0.025423728813559324,0.017543859649122806,0.014336917562724014,0.020537124802527645,0.05555555555555555,0.08333333333333333,0.011111111111111112,0.0625,0.01818181818181818,0.013888888888888888,0.023923444976076555,0,0.125,0,0.05102040816326531,0.09375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.02170601300895214,Jamie Elliott,0,15616,1,Collingwood,2020,42,0
12,4,5,17,13,77,0,0,0,7,3,1,1,4,2,3,7,10,0,0,5,0,0,84,79,115,1,0,2,259,4,6,0,0,1,0,0,18,9,0,5,0,0,0,0,22,10.2,0,1,0,3,52,4,5,34,0,0,0,0,109,0,0.03389830508474576,0.023391812865497075,0.017921146953405017,0.026856240126382307,0,0,0.07777777777777778,0.015625,0.01818181818181818,0.032407407407407406,0.023923444976076555,0,0,0,0.04081632653061224,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.539457874372602e-4,Hayden Crozier,0,15616,1,Western Bulldogs,2020,23,0
11,4,5,16,12,75,0,0,0,0,0,0,2,1,0,0,4,13,0,0,1,0,1,82,55,61,0,2,3,190,1,3,0,1,1,0,0,12,7,0,4,0,0,0,0,14,10.7,0,1,0,0,52,4,5,34,0,0,0,0,127,0.09917355371900827,0.031073446327683617,0.023391812865497075,0.017921146953405017,0.02527646129541864,0,0,0,0,0.03636363636363636,0.018518518518518517,0.03110047846889952,0,0,0.09090909090909091,0.01020408163265306,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0017960600089281797,Jason Johannisen,0,15616,1,Western Bulldogs,2020,34,0
2,2,9,11,9,82,0,0,0,3,0,0,1,1,0,0,5,7,0,1,1,0,1,74,42,64,0,1,5,-27,0,0,1,0,0,0,0,2,2,2,5,0,0,0,2,18,4.2,0,0,0,1,52,8,13,86,0,0,0,0,90,0.06097560975609756,0.005649717514124294,0.011695906432748537,0.03225806451612903,0.017377567140600316,0,0,0.03333333333333333,0,0.01818181818181818,0.023148148148148147,0.01674641148325359,0,0.0625,0.09090909090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.513194435276091e-4,Josh Thomas,0,15616,1,Collingwood,2020,24,0
11,5,11,22,16,73,0,0,0,4,2,3,4,2,1,1,11,10,0,0,1,0,0,82,84,103,0,4,2,266,3,0,1,0,0,0,0,17,7,0,10,0,0,0,0,28,13.7,0,1,0,1,52,4,5,34,1,1,0,0,142,0.2518518518518518,0.031073446327683617,0.029239766081871343,0.03942652329749104,0.03475513428120063,0,0,0.044444444444444446,0.046875,0.07272727272727272,0.05092592592592592,0.023923444976076555,0,0,0,0.030612244897959183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0335061252117157,Jack Macrae,0,15616,1,Western Bulldogs,2020,9,0
13,5,9,22,17,77,0,0,0,1,2,1,1,5,1,2,5,17,0,0,1,1,0,85,71,84,1,0,0,256,3,1,0,1,1,0,0,7,8,0,3,0,0,0,0,14,4,0,0,0,0,52,4,5,34,0,0,0,0,129,0.13114754098360656,0.03672316384180791,0.029239766081871343,0.03225806451612903,0.03475513428120063,0,0,0.011111111111111112,0.015625,0.01818181818181818,0.023148148148148147,0.04066985645933014,0,0,0,0.030612244897959183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011749610304832458,Lachie Hunter,0,15616,1,Western Bulldogs,2020,11,0
8,3,11,19,11,58,1,3,37,3,0,5,4,3,4,1,13,8,2,2,2,0,2,82,114,179,2,2,9,171,2,2,1,0,0,3,3,2,3,1,7,12,64.9,0,0,10,12.5,57,5,4,2,52,8,13,86,0,0,9,0,133,0.192,0.022598870056497175,0.017543859649122806,0.03942652329749104,0.030015797788309637,0.05555555555555555,0.25,0.03333333333333333,0.078125,0.07272727272727272,0.06018518518518518,0.019138755980861243,0.1111111111111111,0.125,0.18181818181818182,0.02040816326530612,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0304386615753174,Brodie Grundy,3,15616,1,Collingwood,2020,1,3
6,4,2,8,6,75,0,1,0,5,0,1,0,1,2,0,2,6,0,0,0,0,0,83,57,48,0,0,1,95,3,0,1,0,0,0,0,3,4,0,0,0,0,0,2,20,1.3,0,0,1,0,52,4,5,34,0,0,0,0,81,0,0.01694915254237288,0.023391812865497075,0.007168458781362007,0.01263823064770932,0,0.08333333333333333,0.05555555555555555,0.015625,0,0.009259259259259259,0.014354066985645933,0,0,0,0.030612244897959183,0.03125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0019409024389460683,Sam Lloyd,0,15616,1,Western Bulldogs,2020,35,0
5,0,10,15,11,73,0,0,0,6,1,2,2,7,1,3,7,9,0,0,4,0,0,82,51,76,1,1,1,168,4,1,0,0,0,0,0,13,2,0,6,0,0,0,0,21,9.3,0,0,0,1,52,4,5,34,1,1,0,1,128,0.2892561983471074,0.014124293785310734,0,0.035842293906810034,0.023696682464454975,0,0,0.06666666666666667,0.03125,0.03636363636363636,0.032407407407407406,0.0215311004784689,0,0,0,0.04081632653061224,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009328058920800686,Marcus Bontempelli,0,15616,1,Western Bulldogs,2020,13,0
9,4,5,14,8,57,1,2,0,1,0,6,4,2,0,0,5,9,0,2,1,0,0,84,61,66,3,1,4,320,2,1,1,0,0,1,0,0,4,1,1,0,0,1,1,8,7.9,0,1,3,0,52,8,13,86,0,0,0,0,89,0.12048192771084337,0.025423728813559324,0.023391812865497075,0.017921146953405017,0.022116903633491312,0.05555555555555555,0.16666666666666666,0.011111111111111112,0.09375,0.07272727272727272,0.023148148148148147,0.0215311004784689,0,0.125,0,0.02040816326530612,0.09375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.12376297265291214,Jordan De Goey,0,15616,1,Collingwood,2020,44,0
1,1,5,6,4,67,0,0,0,0,0,0,0,2,0,1,2,4,0,0,0,0,0,76,13,16,0,0,1,-7,3,1,0,0,0,0,0,5,1,0,2,0,0,0,1,10,-1.2,0,0,0,0,52,4,5,34,0,0,0,0,51,0.04081632653061224,0.002824858757062147,0.005847953216374269,0.017921146953405017,0.009478672985781991,0,0,0,0,0,0.009259259259259259,0.009569377990430622,0,0,0,0.030612244897959183,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.418124539777637e-4,Bailey Dale,0,15616,1,Western Bulldogs,2020,29,0
15,6,4,19,18,95,0,0,0,2,3,2,1,1,0,1,4,12,0,0,2,0,0,86,76,104,0,1,4,343,2,3,0,0,0,0,0,3,14,0,3,0,0,0,0,8,9.4,0,0,0,0,52,8,13,86,0,1,0,0,98,0.01098901098901099,0.0423728813559322,0.03508771929824561,0.014336917562724014,0.030015797788309637,0,0,0.022222222222222223,0.03125,0.01818181818181818,0.018518518518518517,0.028708133971291867,0,0,0,0.02040816326530612,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.022371524944901466,Brayden Maynard,0,15616,1,Collingwood,2020,43,0
7,6,4,11,11,100,0,0,0,0,1,0,0,1,0,1,4,7,1,0,1,0,0,97,44,55,0,0,1,51,0,4,0,1,3,0,0,2,7,0,3,0,0,1,0,3,7.9,0,0,0,1,52,8,13,86,1,1,0,0,72,0.014492753623188406,0.01977401129943503,0.03508771929824561,0.014336917562724014,0.017377567140600316,0,0,0,0,0,0.018518518518518517,0.01674641148325359,0.05555555555555555,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002618361497297883,Darcy Moore,0,15616,1,Collingwood,2020,16,0
10,3,10,20,15,75,0,0,0,1,2,3,1,1,0,0,8,11,0,0,2,0,0,78,63,92,1,0,4,160,1,7,0,0,1,1,0,10,8,0,8,0,0,2,0,15,7.2,0,1,0,1,52,4,5,34,1,1,0,0,92,0.05813953488372093,0.02824858757062147,0.017543859649122806,0.035842293906810034,0.0315955766192733,0,0,0.011111111111111112,0.046875,0.01818181818181818,0.037037037037037035,0.02631578947368421,0,0,0,0.01020408163265306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0017781825736165047,Caleb Daniel,0,15616,1,Western Bulldogs,2020,17,0
9,2,0,9,8,89,0,0,0,0,5,0,0,0,0,0,2,4,0,0,7,0,0,94,33,68,0,0,1,257,1,2,0,0,1,0,0,6,8,0,0,0,0,0,0,6,7.7,0,0,0,4,52,4,5,34,0,0,0,0,72,0,0.025423728813559324,0.011695906432748537,0,0.014218009478672985,0,0,0,0,0,0.009259259259259259,0.009569377990430622,0,0,0,0.01020408163265306,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.531157366931438e-4,Zaine Cordy,0,15616,1,Western Bulldogs,2020,28,0
9,2,9,18,10,53,0,0,0,2,2,1,2,2,0,0,7,11,0,0,2,0,0,81,59,67,0,2,3,201,4,6,0,0,0,0,0,13,3,0,7,0,0,0,0,19,7.8,0,1,0,0,52,4,5,34,0,0,0,0,67,0.13114754098360656,0.025423728813559324,0.011695906432748537,0.03225806451612903,0.02843601895734597,0,0,0.022222222222222223,0.015625,0.03636363636363636,0.032407407407407406,0.02631578947368421,0,0,0,0.04081632653061224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0015903403982520103,Josh Dunkley,0,15616,1,Western Bulldogs,2020,32,0
5,4,4,9,8,89,2,0,7,0,0,0,0,1,2,0,5,3,2,1,1,0,0,79,56,82,0,0,3,12,0,1,0,0,0,4,1,1,4,0,1,2,70,1,0,3,9.4,10,1,2,1,52,8,13,86,0,0,0,0,59,0.037037037037037035,0.014124293785310734,0.023391812865497075,0.014336917562724014,0.014218009478672985,0.1111111111111111,0,0,0,0,0.023148148148148147,0.007177033492822967,0.1111111111111111,0.0625,0,0,0.0625,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.163154564797878e-4,Mason Cox,0,15616,1,Collingwood,2020,27,0
9,6,8,17,13,77,1,0,0,0,3,0,0,3,0,0,2,15,0,0,4,1,0,82,67,77,0,0,3,332,4,2,0,0,0,0,0,15,8,0,2,0,0,1,0,21,12.1,0,0,1,2,52,4,5,34,0,0,0,0,42,0.024390243902439025,0.025423728813559324,0.03508771929824561,0.02867383512544803,0.026856240126382307,0.05555555555555555,0,0,0,0,0.009259259259259259,0.03588516746411483,0,0,0,0.04081632653061224,0.03125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.036545850336551666,Bailey Williams,0,15616,1,Western Bulldogs,2020,8,0
5,0,7,12,11,92,0,0,0,2,1,2,1,3,3,1,6,6,0,0,0,0,1,84,37,64,0,1,4,109,0,2,1,0,0,0,0,3,4,0,3,0,0,0,0,14,7.7,0,2,0,0,52,8,13,86,0,0,0,0,75,0,0.014124293785310734,0,0.025089605734767026,0.018957345971563982,0,0,0.022222222222222223,0.03125,0.01818181818181818,0.027777777777777776,0.014354066985645933,0,0,0.09090909090909091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.939716499298811e-4,Tom Phillips,0,15616,1,Collingwood,2020,21,0
9,4,1,10,7,70,0,1,11,0,0,1,1,0,3,0,4,6,2,0,5,0,0,78,56,63,0,1,2,113,0,4,0,0,0,0,0,7,6,0,0,1,22,3,0,10,2.5,50,1,1,4,52,4,5,34,0,0,0,0,30,0.03571428571428571,0.025423728813559324,0.023391812865497075,0.0035842293906810036,0.01579778830963665,0,0.08333333333333333,0,0.015625,0.01818181818181818,0.018518518518518517,0.014354066985645933,0.1111111111111111,0,0,0,0.03125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0017656033160164952,Tim English,0,15616,1,Western Bulldogs,2020,18,0
6,1,8,14,12,86,1,0,0,3,1,2,1,1,0,0,4,10,0,0,2,0,1,76,55,89,0,1,5,94,3,0,2,0,0,0,0,5,4,2,4,0,0,0,0,24,10.7,0,1,1,0,52,8,13,86,0,0,0,0,36,0,0.01694915254237288,0.005847953216374269,0.02867383512544803,0.022116903633491312,0.05555555555555555,0,0.03333333333333333,0.03125,0.01818181818181818,0.018518518518518517,0.023923444976076555,0,0,0.09090909090909091,0.030612244897959183,0.03125,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0020522321574389935,Callum L. Brown,0,15616,1,Collingwood,2020,38,0
3,3,1,4,3,75,0,1,2,0,1,0,0,4,0,3,0,4,0,1,0,0,0,69,14,0,0,0,1,26,1,0,0,1,1,0,0,2,2,0,0,1,18.2,0,0,8,-5.6,11,0,1,0,52,4,5,34,0,0,0,0,15,0,0.00847457627118644,0.017543859649122806,0.0035842293906810036,0.00631911532385466,0,0.08333333333333333,0,0,0,0,0.009569377990430622,0,0.0625,0,0.01020408163265306,0.03125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-7.176849758252501e-4,Lewis Young,0,15616,1,Western Bulldogs,2020,30,0
13,9,2,15,11,73,0,0,0,1,2,1,1,2,0,1,5,10,3,0,3,0,0,85,71,79,0,1,1,291,2,5,0,3,4,0,0,5,9,0,2,0,0,3,0,6,9.5,0,0,0,2,52,4,5,34,0,0,0,0,31,0.06666666666666667,0.03672316384180791,0.05263157894736842,0.007168458781362007,0.023696682464454975,0,0,0.011111111111111112,0.015625,0.01818181818181818,0.023148148148148147,0.023923444976076555,0.16666666666666666,0,0,0.02040816326530612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038809808902442455,Alex Keath,0,15616,1,Western Bulldogs,2020,14,0
7,3,7,14,12,86,2,0,0,5,1,1,1,4,0,2,4,10,0,0,1,0,0,88,70,61,0,1,3,160,2,3,1,0,0,0,0,5,5,0,3,0,0,0,0,17,9.4,0,0,2,1,52,8,13,86,0,0,0,0,18,0,0.01977401129943503,0.017543859649122806,0.025089605734767026,0.022116903633491312,0.1111111111111111,0,0.05555555555555555,0.015625,0.01818181818181818,0.018518518518518517,0.023923444976076555,0,0,0,0.02040816326530612,0.0625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001438108622096479,Josh Daicos,0,15616,1,Collingwood,2020,19,0
1,0,1,2,2,100,0,0,0,1,0,0,0,2,0,1,1,2,0,0,2,0,0,81,6,18,0,0,0,32,0,0,1,0,0,2,1,3,1,0,0,0,0,0,0,10,0,0,0,0,1,52,4,5,34,0,0,0,0,42,0.075,0.002824858757062147,0,0.0035842293906810036,0.00315955766192733,0,0,0.011111111111111112,0,0,0.004629629629629629,0.004784688995215311,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.008243214339018e-4,Aaron Naughton,0,15616,1,Western Bulldogs,2020,31,0
9,8,2,11,11,100,3,0,0,3,0,4,0,1,0,1,3,8,2,4,1,0,1,82,82,127,0,0,8,317,0,0,1,0,0,4,2,2,9,1,1,0,0,0,1,15,16.7,0,0,3,1,52,8,13,86,0,0,5,0,41,0.08823529411764706,0.025423728813559324,0.04678362573099415,0.007168458781362007,0.017377567140600316,0.16666666666666666,0,0.03333333333333333,0.0625,0,0.013888888888888888,0.019138755980861243,0.1111111111111111,0.25,0.09090909090909091,0,0.09375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5110776424407959,Brody Mihocek,2,15616,1,Collingwood,2020,4,0
